iter	Logloss
243	0.3703622678
244	0.3699810064
245	0.369861368
246	0.3697344475
247	0.3695173967
248	0.3693096491
249	0.3691035481
250	0.3688956557
251	0.3686669104
252	0.368372695
253	0.3682449889
254	0.3680873704
255	0.3679412478
256	0.3677752646
257	0.3676728707
258	0.3673277409
259	0.3671513374
260	0.3669738966
261	0.36676856
262	0.366660105
263	0.3665097203
264	0.3663936835
265	0.3662369987
266	0.3660840482
267	0.3659394263
268	0.3657527702
269	0.3656896641
270	0.365215356
271	0.365095618
272	0.3650122384
273	0.3647559212
274	0.3646643249
275	0.3644317589
276	0.3642263902
277	0.3640375773
278	0.3637543327
279	0.3635680713
280	0.3633842823
281	0.3631968339
282	0.3630176001
283	0.3628826467
284	0.3627838416
285	0.3625469062
286	0.3624713025
287	0.3623938542
288	0.3622711047
289	0.3621163781
290	0.3619977121
291	0.3617656414
292	0.3615415501
293	0.3612891813
294	0.3611454812
295	0.3608596571
296	0.3606937991
297	0.3605598601
298	0.3604763063
299	0.3603146716
300	0.3601842163
301	0.3600643682
302	0.3597342951
303	0.3596521596
304	0.3595199089
305	0.359405539
306	0.3592984658
307	0.3590628478
308	0.3588993199
309	0.35876898
310	0.3586625438
311	0.3585437363
312	0.3583276244
313	0.3581638529
314	0.3580323309
315	0.3575787197
316	0.3573788422
317	0.3572325115
318	0.3569873119
319	0.3568594868
320	0.3567739364
321	0.3566684075
322	0.3565346906
323	0.3563133135
324	0.3561432992
325	0.3560381144
326	0.3557674214
327	0.3555554986
328	0.3553949433
329	0.3551609203
330	0.3549893248
331	0.3547280991
332	0.3546040529
333	0.354441585
334	0.354317584
335	0.3540361051
336	0.3538598608
337	0.3536490222
338	0.3535037057
339	0.3533359812
340	0.3532165111
341	0.3530890044
342	0.3529418668
343	0.3527883588
344	0.3526275436
345	0.3523143794
346	0.3522262358
347	0.3521158385
348	0.3520417366
349	0.3518941865
350	0.351743138
351	0.3516433128
352	0.3514496326
353	0.3513288339
354	0.3510422889
355	0.3509118027
356	0.3507293588
357	0.3505838185
358	0.350329201
359	0.3502151701
360	0.3500688161
361	0.3499751706
362	0.349833468
363	0.3496472525
364	0.3494830855
365	0.3493569519
366	0.3491756056
367	0.349016088
368	0.3488712809
369	0.3487251158
370	0.3485709042
371	0.3484228689
372	0.3480703676
373	0.3479521529
374	0.3478514116
375	0.3477527023
376	0.3476397583
377	0.3474932488
378	0.3472436604
379	0.3471162312
380	0.3470233455
381	0.3469241854
382	0.3466344802
383	0.3464723947
384	0.3462404258
385	0.3459336549
386	0.3457493124
387	0.345656222
388	0.3452518957
389	0.3451511995
390	0.3450556332
391	0.3448117334
392	0.3447048035
393	0.3445190365
394	0.3443810101
395	0.3441819245
396	0.3439636211
397	0.3438908839
398	0.3436314196
399	0.3435231904
400	0.3433208486
401	0.3431307497
402	0.3430211842
403	0.3429311796
404	0.3428101421
405	0.3426868352
406	0.3425758872
407	0.3424387576
408	0.3422441025
409	0.3420611083
410	0.3417755974
411	0.3416543846
412	0.3414312861
413	0.3413281274
414	0.3411803902
415	0.3410504409
416	0.3408849066
417	0.3408003244
418	0.3406612763
419	0.3405600693
420	0.3403204105
421	0.3401460085
422	0.3399237846
423	0.3398426329
424	0.3397270356
425	0.3395666245
426	0.3394752964
427	0.3392418848
428	0.3390876788
429	0.3389603
430	0.3387649049
431	0.3386559171
432	0.338538218
433	0.3384026594
434	0.3382982791
435	0.3380816198
436	0.3379206414
437	0.3375951408
438	0.337319872
439	0.3372796932
440	0.3370759435
441	0.3368800613
442	0.3367930075
443	0.3366924203
444	0.3366141079
445	0.3365208304
446	0.3364211757
447	0.3363472229
448	0.3361060839
449	0.3358383377
450	0.3356515803
451	0.3354729089
452	0.3354148218
453	0.3352775783
454	0.3351540485
455	0.3350420449
456	0.3349258218
457	0.3347869878
458	0.3347095209
459	0.3345195723
460	0.3343789337
461	0.3342787165
462	0.3341514666
463	0.3341069218
464	0.3340241685
465	0.3338905107
466	0.3338013125
467	0.3336375066
468	0.3335581843
469	0.3334727957
470	0.3332393035
471	0.3331476384
472	0.3329468515
473	0.3328715714
474	0.3326931217
475	0.3325575921
476	0.3323054873
477	0.3321866223
478	0.3320741363
479	0.3318722735
480	0.3316622983
481	0.331497869
482	0.3314064188
483	0.3312787155
484	0.3311908605
485	0.3310777778
486	0.3309433966
487	0.3308222502
488	0.3307083239
489	0.3304554005
490	0.3303479852
491	0.3301104143
492	0.3300123285
493	0.3299156452
494	0.3298155897
495	0.3295959922
496	0.3294650325
497	0.329272171
498	0.3290782064
499	0.3289567164
500	0.3288576952
501	0.3286300187
502	0.3285252929
503	0.3283124324
504	0.3281745494
505	0.3279688901
506	0.3278272952
507	0.3276101681
508	0.3274685459
509	0.327297709
510	0.327167932
511	0.3270740611
512	0.3269975823
513	0.3268512505
514	0.3267535523
515	0.3265732449
516	0.3263262227
517	0.3261086285
518	0.325982108
519	0.3257768338
520	0.3256220545
521	0.325380288
522	0.325183275
523	0.3250697481
524	0.3248852028
525	0.3247309227
526	0.3246306372
527	0.3245289644
528	0.3244392863
529	0.3243638804
530	0.324238733
531	0.3240478101
532	0.3239149185
533	0.3237718787
534	0.323657336
535	0.3235409918
536	0.3234433293
537	0.3233036043
538	0.3231016775
539	0.3229054745
540	0.322846147
541	0.3226763948
542	0.3226213147
543	0.3225466674
544	0.3224826496
545	0.3223974585
546	0.3222525441
547	0.3220848077
548	0.3218936913
549	0.3217268376
550	0.3215317565
551	0.3214424435
552	0.3212725571
553	0.3211573715
554	0.3209842934
555	0.3208541114
556	0.3207244912
557	0.3205914686
558	0.3204618961
559	0.3202724963
560	0.3201809758
561	0.320029911
562	0.3198492302
563	0.3196847516
564	0.3195726107
565	0.3194610189
566	0.319262806
567	0.3191276131
568	0.3190455597
569	0.3188907424
570	0.318738849
571	0.3186136262
572	0.3184436555
573	0.3182694581
574	0.3180743568
575	0.3179066899
576	0.3177092457
577	0.3175916618
578	0.3174791366
579	0.317363665
580	0.3172518775
581	0.3171088605
582	0.3170467234
583	0.3168531873
584	0.3166754914
585	0.3165371297
586	0.3164330298
587	0.3163262972
588	0.3162706101
589	0.3161212962
590	0.3160622355
591	0.3159610438
592	0.3158370651
593	0.3157191899
594	0.3155917594
595	0.3154202023
596	0.3152886994
597	0.3151905618
598	0.3151236681
599	0.3150035919
600	0.3149123822
601	0.3147653408
602	0.3145687083
603	0.3144242454
604	0.3143037253
605	0.3142536741
606	0.3140965712
607	0.3140018489
608	0.3138417746
609	0.3137040928
610	0.3135379478
611	0.3134810425
612	0.3133617239
613	0.313260804
614	0.3131098414
615	0.3129361582
616	0.3127617701
617	0.3126372836
618	0.3124973223
619	0.3124122467
620	0.3123178593
621	0.3121848453
622	0.3121263224
623	0.3119428525
624	0.3118489141
625	0.3118024711
626	0.311692858
627	0.3115682583
628	0.3114818088
629	0.3113637053
630	0.3112306683
631	0.3111208959
632	0.3109582076
633	0.3108866744
634	0.3108099665
635	0.3107357997
636	0.3106244014
637	0.3104861783
638	0.3103495004
639	0.3102759484
640	0.3102199191
641	0.3101002694
642	0.3099587393
643	0.3098629548
644	0.3097253098
645	0.3095528363
646	0.3094006024
647	0.3092634281
648	0.3091089521
649	0.3089928051
650	0.3088193212
651	0.3087149993
652	0.3085519096
653	0.3084392098
654	0.3083806106
655	0.3082831044
656	0.3081596612
657	0.3080416028
658	0.3079461274
659	0.3078126041
660	0.3077005363
661	0.3076033545
662	0.3074744087
663	0.3073262753
664	0.3072203667
665	0.3071086181
666	0.307025787
667	0.3069222563
668	0.3068445349
669	0.3067205215
670	0.3065455444
671	0.3063899473
672	0.3063029154
673	0.3061432929
674	0.3060268931
675	0.305934401
676	0.3058717895
677	0.3057938945
678	0.3056946914
679	0.3056062973
680	0.3054358821
681	0.3053537626
682	0.3052267011
683	0.3050930805
684	0.3049693132
685	0.304858214
686	0.3047760812
687	0.3047014334
688	0.3046668154
689	0.3045118902
690	0.3043841121
691	0.3042774849
692	0.3041803253
693	0.3040205753
694	0.3039141264
695	0.3037707152
696	0.3036892744
697	0.3035554974
698	0.3034333815
699	0.303272102
700	0.303110181
701	0.302909802
702	0.3028776325
703	0.3027763816
704	0.302669262
705	0.3024997895
706	0.3024019398
707	0.3023335286
708	0.3022899965
709	0.302135776
710	0.3020392243
711	0.3018741006
712	0.3017989286
713	0.3016689582
714	0.3015245047
715	0.3014061097
716	0.3013075371
717	0.3011461168
718	0.3010307373
719	0.3009279614
720	0.3008309307
721	0.3006882135
722	0.3005559464
723	0.3004163885
724	0.3003477209
725	0.3001937722
726	0.3000628027
727	0.2999892175
728	0.2998827154
729	0.2997400283
730	0.2996569684
731	0.2995334123
732	0.2993995272
733	0.2993000822
734	0.2991644644
735	0.2990570398
736	0.2989360798
737	0.2988097322
738	0.2986588251
739	0.2985090198
740	0.2984156006
741	0.2983206223
742	0.2982633337
743	0.2981168751
744	0.2980015575
745	0.2979347014
746	0.2978033126
747	0.2976416739
748	0.2975091324
749	0.2974556493
750	0.2974005083
751	0.2973445365
752	0.2972851218
753	0.2971752989
754	0.2970594658
755	0.2969239412
756	0.2968352255
757	0.2967350328
758	0.2966834232
759	0.2966145379
760	0.296526109
761	0.2964357754
762	0.29634257
763	0.2962078532
764	0.2960513588
765	0.2959292566
766	0.2958314968
767	0.2957063761
768	0.2955868289
769	0.2955333123
770	0.2954054799
771	0.2953291611
772	0.2951741826
773	0.2950641909
774	0.2949290703
775	0.2948568031
776	0.2947119345
777	0.2945953575
778	0.2944688141
779	0.2943553293
780	0.2942702552
781	0.294206714
782	0.2940971278
783	0.2940556852
784	0.2938984754
785	0.2938514617
786	0.2937805798
787	0.2936681733
788	0.2935738206
789	0.2934601487
790	0.2933260981
791	0.2932429496
792	0.2931260908
793	0.2930099854
794	0.292758306
795	0.2926629452
796	0.2925554761
797	0.2924856177
798	0.2924144267
799	0.2923355153
800	0.2922333196
801	0.2921048742
802	0.2920015486
803	0.2919439092
804	0.2918279134
805	0.2917605959
806	0.2916947712
807	0.2915918377
808	0.2914936199
809	0.2913720695
810	0.2912650228
811	0.2911433302
812	0.2909989513
813	0.2909253703
814	0.2908586425
815	0.2907823936
816	0.2907263097
817	0.2906741789
818	0.2905372755
819	0.2904021833
820	0.2903040491
821	0.2902559494
822	0.290134751
823	0.2900723855
824	0.2899279819
825	0.2898162441
826	0.2896696353
827	0.2895840047
828	0.2894798786
829	0.2893947705
830	0.2893365147
831	0.2892716198
832	0.2891946334
833	0.2891199291
834	0.2890275352
835	0.2889633303
836	0.288913981
837	0.2888164249
838	0.2887675941
839	0.288694962
840	0.2885115652
841	0.2884427872
842	0.2883541595
843	0.2882102702
844	0.2881364146
845	0.2880814191
846	0.2880102494
847	0.287942983
848	0.2878798925
849	0.2877879181
850	0.2876936909
851	0.2876343023
852	0.2875514229
853	0.2874469428
854	0.2873309419
855	0.2872434258
856	0.2871365508
857	0.2870348982
858	0.2869251042
859	0.2867982087
860	0.2867281011
861	0.2866346327
862	0.2865689096
863	0.286457828
864	0.2863621365
865	0.2862738568
866	0.2861471161
867	0.2860890892
868	0.2859008741
869	0.2857611432
870	0.2856275864
871	0.2855062104
872	0.2854240689
873	0.2853950895
874	0.2853678782
875	0.285302492
876	0.2851816641
877	0.2850734477
878	0.2849952572
879	0.2848410375
880	0.2847281669
881	0.2846033791
882	0.2844692792
883	0.2843286071
884	0.2842219197
885	0.2840573961
886	0.2840239757
887	0.2838689673
888	0.2838048172
889	0.283654767
890	0.2835388991
891	0.2834030785
892	0.2833315555
893	0.2832024522
894	0.2830976945
895	0.2829907242
896	0.2829449418
897	0.2828738358
898	0.2828193703
899	0.2827375624
900	0.2826897604
901	0.2826036081
902	0.2825550604
903	0.282485772
904	0.2823111395
905	0.2822532309
906	0.2821551538
907	0.282096249
908	0.2819804838
909	0.2819050388
910	0.2817814856
911	0.2816811313
912	0.2815983306
913	0.2815244969
914	0.2814828103
915	0.2814063556
916	0.2813325001
917	0.281267634
918	0.2811673963
919	0.2810373623
920	0.280996716
921	0.2808998037
922	0.2807492885
923	0.2806524243
924	0.2806122189
925	0.2805234956
926	0.2804771502
927	0.2804404842
928	0.2802771594
929	0.2801396705
930	0.2800370738
931	0.2799376658
932	0.2798772375
933	0.279755329
934	0.2796128562
935	0.2795839993
936	0.2795007127
937	0.2794079916
938	0.2793269718
939	0.2792393143
940	0.2791429398
941	0.279107256
942	0.2790251527
943	0.2789431088
944	0.2788764196
945	0.2787404351
946	0.2786675538
947	0.2786168926
948	0.2785787783
949	0.2784592618
950	0.2783596771
951	0.278282119
952	0.278196133
953	0.278093773
954	0.2779855649
955	0.2778671749
956	0.2777870914
957	0.2776593525
958	0.2775760584
959	0.2775207166
960	0.2774076956
961	0.2773118265
962	0.2772550415
963	0.2771889327
964	0.2770977699
965	0.2770079848
966	0.2769215323
967	0.2767899957
968	0.2767112845
969	0.2766263839
970	0.2765757967
971	0.2765106654
972	0.2764218664
973	0.2763034927
974	0.2761524004
975	0.2759866754
976	0.2758238624
977	0.2757589212
978	0.2756874892
979	0.2756207268
980	0.2755161613
981	0.275470438
982	0.2753793105
983	0.2752495417
984	0.2751523028
985	0.2750559982
986	0.2749646372
987	0.2749317237
988	0.2748382855
989	0.274735019
990	0.2746763199
991	0.2745889989
992	0.2745251932
993	0.2744340119
994	0.2742987713
995	0.2742031417
996	0.2741070154
997	0.2740461699
998	0.2739455001
999	0.2738738047
